date,headline,source_domain,url,language,social_image,raw_seendate,category,urgency_score,companies_mentioned,countries_mentioned
2024-03-20,WHO urges increased cholera vaccine production in response to surging cases,upi.com,https://www.upi.com/Top_News/World-News/2024/03/20/switzerland-world-health-organization-urges-more-cholera-vaccine-production/4761710958657/,English,https://cdnph.upi.com/sv/ph/og/upi_com/4761710958657/2024/1/d77992b5b7ccb882410362c4da0d8f20/v1.5/WHO-urges-increased-cholera-vaccine-production-in-response-to-surging-cases.jpg,20240320T220000Z,Vaccines,1,None,Global
2024-03-19,Pakistan made anti - rabies vaccine Dow Rab launched,samaa.tv,https://www.samaa.tv/2087311657-pakistan-made-anti-rabies-vaccine-dow-rab-launched,English,https://www.samaa.tv/images/dow-rab-pakistan-university-vacine.jpg,20240319T191500Z,Vaccines,1,None,Global
2024-03-17,"Non - release of N44b threatens Nigeria routine immunization exercise , Vaccine Network cries out",thenationonlineng.net,https://thenationonlineng.net/non-release-of-n44b-threatens-nigerias-routine-immunization-exercise-vaccine-network-cries-out/,English,,20240317T164500Z,Vaccines,1,None,Global
2024-03-16,Dow University launches locally produced anti - rabies vaccine to address shortage,thenews.com.pk,https://www.thenews.com.pk/print/1169016-dow-university-launches-locally-produced-anti-rabies-vaccine-to-address-shortage,English,https://www.thenews.com.pk/assets/uploads/akhbar/2024-03-17/l_1169016_032155_updates.jpg,20240316T223000Z,Drug Shortage,3,None,Global
2024-03-16,HIGH COST OF DRUGS AND HEALTHCARE,thisdaylive.com,https://www.thisdaylive.com:443/index.php/2024/03/16/high-cost-of-drugs-and-healthcare,English,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/DRUGS-abuse.png,20240316T023000Z,Pricing/Economics,1,None,Global
2024-03-15,"What behind the worldwide shortage of cholera vaccines ? For starters , theyre only made by one company",newzimbabwe.com,https://www.newzimbabwe.com/whats-behind-the-worldwide-shortage-of-cholera-vaccines-for-starters-theyre-only-made-by-one-company/,English,,20240315T014500Z,Drug Shortage,3,None,Global
2024-03-14,"Noramco Announces Strategic Alignment with Purisys and Halo Pharma , Launching the Noramco Group as an Integrated North American - Based API and Drug Product Supply Chain Services Provider",streetinsider.com,"https://www.streetinsider.com/Business+Wire/Noramco+Announces+Strategic+Alignment+with+Purisys+and+Halo+Pharma,+Launching+the+Noramco+Group+as+an+Integrated+North+American-Based+API+and+Drug+Product+Supply+Chain+Services+Provider/22929480.html",English,,20240314T114500Z,API/Manufacturing,2,None,Global
2024-03-13,"Africa : What Behind the Worldwide Shortage of Cholera Vaccines ? for Starters , Theyre Only Made By One Company",allafrica.com,https://allafrica.com/stories/202403130042.html,English,,20240313T071500Z,Drug Shortage,3,None,Global
2024-03-12,"Biologics Contract Development And Manufacturing Organization ( CDMO ) Market to grow by USD 10 . 63 billion , The availability of cost - efficient resources to boost market growth , Technavio",prnewswire.com,https://www.prnewswire.com/news-releases/biologics-contract-development-and-manufacturing-organization-cdmo-market-to-grow-by-usd-10-63-billion-the-availability-of-cost-efficient-resources-to-boost-market-growth-technavio-302086172.html,English,,20240312T050000Z,Pricing/Economics,1,None,Global
2024-03-12,SKYROCKETING DRUG COSTS : BEFORE TINUBU EXECUTIVE ORDER,thisdaylive.com,https://www.thisdaylive.com/index.php/2024/03/12/skyrocketing-drug-costs-before-tinubus-executive-order,English,https://global.ariseplay.com/amg/www.thisdaylive.com/uploads/TINUBU-PIX-3-1.jpg,20240312T010000Z,Pricing/Economics,1,None,Global
2024-03-10,"Sun Pharma recalls 55 , 000 bottles of generic drug from US market due to manufacturing norms violation",economictimes.indiatimes.com,https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/sun-pharma-recalls-55000-bottles-of-generic-drug-from-us-market-due-to-manufacturing-norms-violation/articleshow/108363390.cms,English,"https://img.etimg.com/thumb/msid-108363420,width-1200,height-630,imgsize-110650,overlay-economictimes/photo.jpg",20240310T070000Z,Product Recall/Quality,3,Sun Pharma,Global
2024-03-10,"Sun Pharma recalls 55 , 000 bottles of generic drug from US market ; here why",businesstoday.in,https://www.businesstoday.in/latest/corporate/story/sun-pharma-recalls-55000-bottles-of-generic-drug-from-us-market-heres-why-420836-2024-03-10,English,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202403/65edaa78cf55e-sun-pharmaceutical-industries-inc-is-recalling-47-520-bottles-40mg-and-7-488-bottles-80-mg-resp-104127384-16x9.jpg,20240310T143000Z,Product Recall/Quality,3,Sun Pharma,Global
2024-03-10,"Why Sun Pharma is recalling 55 , 000 bottles of generic gout medication from US ?",hindustantimes.com,https://www.hindustantimes.com/business/why-sun-pharma-is-recalling-55-000-bottles-of-generic-gout-medication-from-us-101710049513715.html,English,https://www.hindustantimes.com/ht-img/img/2024/03/10/1600x900/sun_pharma_1710049657471_1710049657655.JPG,20240310T084500Z,Product Recall/Quality,3,Sun Pharma,Global
2024-03-01,CDC preparing for possible shortage of tetanus vaccines,kxxv.com,https://www.kxxv.com/cdc-preparing-for-possible-shortage-of-tetanus-vaccines,English,https://cdn.scrippsnews.com/images/videos/x/1709249115_KlLUGF.jpg,20240301T043000Z,Drug Shortage,3,None,Global
2024-02-29,CDC Warns of Possible Shortage of Tetanus Vaccine,healthday.com,https://www.healthday.com/health-news/infectious-disease/cdc-warns-of-possible-shortage-of-tetanus-vaccine,English,https://media.assettype.com/healthday%2Fimport%2F27240396%2Forigin.jpg?&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100,20240229T164500Z,Drug Shortage,3,None,Global
2024-02-29,"Popular eye ointments may not be sterile , recall warns",ktvz.com,https://ktvz.com/money/cnn-business-consumer/2024/02/28/popular-eye-ointments-may-not-be-sterile-recall-warns/,English,https://ktvz.b-cdn.net/2023/08/T6W6K2eT-ktvz-860x484.jpg,20240229T034500Z,Product Recall/Quality,3,None,Global
2024-02-29,"CDC braces for shortage after tetanus shot discontinued , issues new guidance",cbsnews.com,https://www.cbsnews.com/colorado/news/cdc-braces-for-shortage-after-tetanus-shot-discontinued-issues-new-guidance/,English,,20240229T000000Z,Drug Shortage,3,None,Global
2024-02-28,Health workers welcome to reapply amid vaccine ruling,illawarramercury.com.au,https://www.illawarramercury.com.au/story/8539140/health-workers-welcome-to-reapply-amid-vaccine-ruling/,English,https://www.illawarramercury.com.au/images/transform/v1/crop/frm/silverstone-feed-data/5d1312d4-6a35-4d5d-b060-69f9ad95d3b0.jpg/r0_90_800_510_w1200_h630_fmax.jpg,20240228T103000Z,Vaccines,1,None,Global
2024-02-27,Global cholera vaccine stockpile runs empty as 16 countries report outbreaks - World,reliefweb.int,https://reliefweb.int/report/world/global-cholera-vaccine-stockpile-runs-empty-16-countries-report-outbreaks,English,https://reliefweb.int/sites/default/files/styles/large/public/images/reports/6b/78/6b78fb69-f65c-41bb-a976-47847c9e8f29.jpg,20240227T014500Z,Vaccines,1,None,Global
2024-02-26,"FDA Withdraws Approval of Multiple Myeloma Medication , Citing Safety , Efficacy Issues",theepochtimes.com,https://www.theepochtimes.com/health/fda-withdraws-approval-of-multiple-myeloma-medication-citing-safety-efficacy-issues-5595077,English,https://img.theepochtimes.com/assets/uploads/2023/11/18/id5532217-2023-11-17T203617Z_2_LYNXMPEJAG0OH_RTROPTP_4_USA-FDA-AMAZON-COM-EYE-DROPS-Large-1080x720.jpg,20240226T233000Z,Product Recall/Quality,3,None,Global
2024-02-24,FDA Confirms Decision to Withdraw Melphalan Flufenamide Approval in Multiple Myeloma,onclive.com,https://www.onclive.com/view/fda-confirms-decision-to-withdraw-melphalan-flufenamide-approval-in-multiple-myeloma,English,,20240224T003000Z,Product Recall/Quality,3,None,Global
2024-02-23,Patentgeschützte Arzneimittel : Wie senkt man die Preise ?,aerzteblatt.de,https://www.aerzteblatt.de/archiv/237727/Patentgeschuetzte-Arzneimittel-Wie-senkt-man-die-Preise,German,https://cfcdn.aerzteblatt.de/bilder/134455455-1200-0,20240223T023000Z,Patents/Generics,1,None,Global
2024-02-20,"Teva Pharm to stay as unified generics , branded drugmaker , CEO says",news.yahoo.com,https://news.yahoo.com/teva-pharm-stay-unified-generics-094521734.html,English,https://media.zenfs.com/en/reuters.com/7565e85cc7e44e196aebd92c33887f47,20240220T110000Z,Patents/Generics,1,None,Global
2024-02-20,Senator Chuck Schumer pushes plan to fight the RSV vaccine shortage,13wham.com,https://13wham.com/news/local/chuck-schumer-rsv-vaccine-shortage-fda-drug-kids-infants,English,https://13wham.com/resources/media/c2532678-f802-44aa-8317-f9bbd2194c97-large16x9_NACRSVVACCINATION_0001_frame_28323.jpeg,20240220T003000Z,Drug Shortage,3,None,Global
2024-02-20,Dengue Fever : Brazil Struggles to Get Enough of the Qdenga Vaccine,bloomberg.com,https://www.bloomberg.com/news/newsletters/2024-02-20/dengue-fever-brazil-struggles-to-get-enough-of-the-qdenga-vaccine,English,https://assets.bwbx.io/images/users/iIyChnKQ1lHc/iZUer9YCQj64/v1/1200x800.jpg,20240220T113000Z,Vaccines,1,None,Global
2024-02-16,Nigeria tightens API sourcing norms for finished pharma products,thehindu.com,https://www.thehindu.com/business/nigeria-tightens-api-sourcing-norms-for-finished-pharma-products/article67850278.ece,English,https://www.thehindu.com/theme/images/og-image.png,20240216T013000Z,API/Manufacturing,2,None,Global
2024-02-16,Cholera Vaccine Shortage Hits Southern and Eastern Africa,riotimesonline.com,https://www.riotimesonline.com/cholera-vaccine-shortage-hits-southern-and-eastern-africa/,English,https://www.riotimesonline.com/wp-content/uploads/2024/02/Cholera-malawi-scaled.webp,20240216T190000Z,Drug Shortage,3,None,Global
2024-02-16,Cholera Vaccine Shortage Hits Southern And Eastern Africa,menafn.com,https://menafn.com/1107862733/Cholera-Vaccine-Shortage-Hits-Southern-And-Eastern-Africa,English,,20240216T224500Z,Drug Shortage,3,None,Global
2024-02-16,Trial data underpins FDA approval of omalizumab for food allergy,medicalxpress.com,https://medicalxpress.com/news/2024-02-trial-underpins-fda-omalizumab-food.html,English,https://scx2.b-cdn.net/gfx/news/hires/2024/alergic-reaction.jpg,20240216T203000Z,Regulatory,1,None,Global
2024-02-15,Are Higher Standards for Expedited FDA Approvals Needed ?,onclive.com,https://www.onclive.com/view/are-higher-standards-for-expedited-fda-approvals-needed-,English,,20240215T161500Z,Regulatory,1,None,Global
2024-02-14,The effort to tackle prescription drug prices in New York State,wkbw.com,https://www.wkbw.com/news/local-news/the-effort-to-tackle-prescription-drug-prices-in-new-york-state,English,https://x-default-stgec.uplynk.com/ause/slices/d09/1020d6d1597347248f5d62c059a4c7e3/d093a947f7634d8c9dccf1beb3d48664/poster_993a8b964acd44c29c9872d32db04883.png,20240214T010000Z,Pricing/Economics,1,None,Global
2024-02-11,"Posts sanctioned to the CDSCO increased , among measures to ensure medicine quality , says MoS Health Bharati Pawar",thehindubusinessline.com,https://www.thehindubusinessline.com/news/national/posts-sanctioned-to-cdsco-increased-among-measures-to-ensure-medicine-quality-says-mos-health-bharati-pawar/article67832365.ece,English,https://bl-i.thgim.com/public/todays-paper/tp-others/tp-variety/2nbnjf/article54348847.ece/alternates/LANDSCAPE_1200/bl15-ndmpi-remdG767GJ3KG3jpgjpg,20240211T084500Z,Regulatory,1,None,Global
2024-02-06,"Active Pharmaceutical Ingredients ( API ) Market Research Report 2024 - 2032 : Industry Growth , Share , Size And Forecast",menafn.com,https://menafn.com/1107810376/ActivePharmaceuticalIngredientsAPIMarket-Research-Report-2024-2032-Industry-Growth-Share-Size-And-Forecast,English,,20240206T034500Z,API/Manufacturing,2,None,Global
2024-02-02,Physician Expectations Regarding the FDA Approval Process May Differ From Reality,onclive.com,https://www.onclive.com/view/physician-expectations-regarding-the-fda-approval-process-may-differ-from-reality,English,,20240202T001500Z,Regulatory,1,None,Global
