date,headline,source_domain,url,language,social_image,raw_seendate,category,urgency_score,companies_mentioned,countries_mentioned
2024-02-28,Eye ointments sold at CVS and Walmart recalled,nbcnews.com,https://www.nbcnews.com/health/health-news/eye-ointment-cvs-walmart-recalled-rcna140776,English,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-02/240227-equate-ointment-stye-vl-417p-7e7e40.jpg",20240228T013000Z,Product Recall/Quality,3,None,Global
2024-02-28,Health workers welcome to reapply amid vaccine ruling,illawarramercury.com.au,https://www.illawarramercury.com.au/story/8539140/health-workers-welcome-to-reapply-amid-vaccine-ruling/,English,https://www.illawarramercury.com.au/images/transform/v1/crop/frm/silverstone-feed-data/5d1312d4-6a35-4d5d-b060-69f9ad95d3b0.jpg/r0_90_800_510_w1200_h630_fmax.jpg,20240228T103000Z,Vaccines,1,None,Global
2024-02-28,Hardship : Nigerian Govt to issue Executive Order to check escalating increase in drug prices,dailypost.ng,https://dailypost.ng/2024/02/28/hardship-nigerian-govt-to-issue-executive-order-to-check-escalating-increase-in-drug-prices/,English,https://dailypost.ng/wp-content/uploads/2022/09/fg.jpg,20240228T164500Z,Pricing/Economics,1,None,Global
2024-02-28,FG to sign executive order to curb rising drug prices,punchng.com,https://punchng.com/fg-to-sign-executive-order-to-curb-rising-drug-prices/,English,https://cdn.punchng.com/wp-content/uploads/2023/02/13173528/Muhammad-Pate.jpeg,20240228T164500Z,Pricing/Economics,1,None,Global
2024-02-28,"Popular eye ointments may not be sterile , recall warns",cnn.com,https://www.cnn.com/2024/02/28/business/eye-ointments-sterile-recall-fda/,English,"https://media.cnn.com/api/v1/images/stellar/prod/20240228-eye-lubricant-recall.jpg?c=16x9&q=w_800,c_fill",20240228T230000Z,Product Recall/Quality,3,None,Global
2024-02-27,Eye Ointments Recalled Nationwide Over Infection Fears,newsweek.com,https://www.newsweek.com/eye-ointment-fda-drug-recall-infection-concern-sterile-1873865,English,https://d.newsweek.com/en/full/2354481/eye-ointment.jpg,20240227T160000Z,Product Recall/Quality,3,None,Global
2024-02-27,"Green shoots in Indian pharma sector : US generics , specialty drugs drive recovery , says HDFC Securities",businesstoday.in,https://www.businesstoday.in/industry/pharma/story/green-shoots-in-indian-pharma-sector-us-generics-specialty-drugs-drive-recovery-says-hdfc-securities-419055-2024-02-27,English,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202402/65dd61f333162-green-shoots-in-indian-pharma-sector-us-generics--specialty-drugs-drive-recovery--says-hdfc-securit-271545948-16x9.jpg,20240227T053000Z,Patents/Generics,2,None,India
2024-02-27,DEA Shuts Down New York Drug Factory Even as Adderall Shortage Persists,reason.com,https://reason.com/2024/02/26/dea-shuts-down-drug-factory-even-as-adderall-shortage-persists/,English,https://d2eehagpk5cl65.cloudfront.net/img/q60/uploads/2024/02/dreamstime_l_248141847-scaled.jpg,20240227T020000Z,Drug Shortage,3,None,Global
2024-02-27,Global cholera vaccine stockpile runs empty as 16 countries report outbreaks - World,reliefweb.int,https://reliefweb.int/report/world/global-cholera-vaccine-stockpile-runs-empty-16-countries-report-outbreaks,English,https://reliefweb.int/sites/default/files/styles/large/public/images/reports/6b/78/6b78fb69-f65c-41bb-a976-47847c9e8f29.jpg,20240227T014500Z,Vaccines,1,None,Global
2024-02-27,Federal Regulators Examine the Role of Drug Supply Middlemen on Drug Shortages | Foley Hoag LLP,jdsupra.com,https://www.jdsupra.com/legalnews/federal-regulators-examine-the-role-of-9834290/,English,https://jdsupra-static.s3.amazonaws.com/profile-images/og.1591_3218.jpg,20240227T224500Z,Drug Shortage,3,None,Global
2024-02-26,"Keeping it Cool : KSA Cold Chain Market Booms at 8 . 4 % CAGR , Fueled by Food Security , Pharma Growth , and Tech Innovation : Ken Research",prnewswire.co.uk,https://www.prnewswire.co.uk/news-releases/keeping-it-cool-ksa-cold-chain-market-booms-at-8-4-cagr-fueled-by-food-security-pharma-growth-and-tech-innovation-ken-research-302070822.html,English,,20240226T084500Z,Cold Chain/Logistics,2,None,Global
2024-02-26,DEA Shuts Down Drug Factory Even as Adderall Shortage Persists,news.yahoo.com,https://news.yahoo.com/dea-shuts-down-drug-factory-212040745.html,English,https://s.yimg.com/ny/api/res/1.2/Nc6HMa5nwqx2ozILzmQ1mg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/reason_com_245/ec4d7d3ae1742c6783cde92dde740da5,20240226T223000Z,Drug Shortage,3,None,Global
2024-02-25,"Sun Pharma , Lupin , Alkem recall products from US market",moneycontrol.com,https://www.moneycontrol.com/news/trends/health/sun-pharma-lupin-alkem-recall-products-from-the-us-market-12346181.html,English,https://images.moneycontrol.com/static-mcnews/2023/05/pharma_tablet_injection_capsule-770x433.jpg,20240225T154500Z,Product Recall/Quality,3,"Sun Pharma, Lupin",Global
2024-02-24,FDA Authorized Florida Drug Importation Plan . Naysayers Are Balking .,medpagetoday.com,https://www.medpagetoday.com/opinion/second-opinions/108882,English,https://assets.medpagetoday.net/media/images/108xxx/108882.jpg,20240224T190000Z,Trade/Geopolitics,1,None,Global
2024-02-23,PSAC cites Marcos admin quick win in addressing nurse shortage,pna.gov.ph,https://www.pna.gov.ph/articles/1219401,English,https://files01.pna.gov.ph/ograph/2024/02/23/d50326a2-ee76-4884-8be2-95599af378d9.jpeg,20240223T071500Z,Drug Shortage,3,None,Global
2024-02-22,Hike in prices of 146 essential drugs notified - Business Recorder,brecorder.com,https://www.brecorder.com/news/40290113/hike-in-prices-of-146-essential-drugs-notified,English,,20240222T040000Z,Pricing/Economics,1,None,Global
2024-02-22,Drugs shortage sees France restart local production and target antibiotics use,modernghana.com,https://www.modernghana.com/news/1294439/drugs-shortage-sees-france-restart-local-productio.html,English,https://cdn.modernghana.com/images/content/222202413610-osjvm0x442-000336k46b.jpg,20240222T150000Z,Drug Shortage,3,None,France
2024-02-22,LHC strikes down notification of life - saving medicines price hike,samaa.tv,https://www.samaa.tv/2087310152-lhc-strikes-down-notification-of-life-saving-medicines-price-hike,English,https://www.samaa.tv/images/medicines.jpg,20240222T080000Z,Pricing/Economics,1,None,Global
2024-02-21,Higher raw material imports signal end of pharma sector slump,thedailystar.net,https://www.thedailystar.net/business/economy/news/higher-raw-material-imports-signal-end-pharma-sectors-slump-3548926,English,,20240221T011500Z,API/Manufacturing,2,None,Global
2024-02-21,Govt jacks up prices of 146 life - saving medicines,samaa.tv,https://www.samaa.tv/2087310110-govt-jacks-up-prices-of-146-life-saving-medicines,English,https://www.samaa.tv/images/medicines.jpg,20240221T133000Z,Pricing/Economics,1,None,Global
2024-02-21,House Dems press drug companies on nationwide shortages,news.yahoo.com,https://news.yahoo.com/house-dems-press-drug-companies-221125950.html,English,https://media.zenfs.com/en/the_hill_articles_341/fe5940c0fc8f38dcf49dc3e90d65cea9,20240221T233000Z,Drug Shortage,3,None,Global
2024-02-21,Pakistan increases prices of 146 life - saving drugs,pakobserver.net,https://pakobserver.net/pakistan-increases-prices-of-146-life-saving-drugs/,English,https://pakobserver.net/wp-content/uploads/2023/11/drugs.jpg,20240221T194500Z,Pricing/Economics,1,None,Global
2024-02-20,"Food supply chain thefts rise in 2023 , as price increases and inflation continue to have significant effect",prnewswire.com,https://www.prnewswire.com/news-releases/food-supply-chain-thefts-rise-in-2023-as-price-increases-and-inflation-continue-to-have-significant-effect-302065285.html,English,,20240220T113000Z,Pricing/Economics,1,None,Global
2024-02-20,More medicines added to shortage list with 100 drugs now in short supply,birminghammail.co.uk,https://www.birminghammail.co.uk/news/midlands-news/more-medicines-added-shortage-list-28670406,English,https://i2-prod.birminghammail.co.uk/news/midlands-news/article28670545.ece/ALTERNATES/s1200/0_nhs1.jpg,20240220T171500Z,Drug Shortage,3,None,Global
2024-02-20,Senator Chuck Schumer pushes plan to fight the RSV vaccine shortage,13wham.com,https://13wham.com/news/local/chuck-schumer-rsv-vaccine-shortage-fda-drug-kids-infants,English,https://13wham.com/resources/media/c2532678-f802-44aa-8317-f9bbd2194c97-large16x9_NACRSVVACCINATION_0001_frame_28323.jpeg,20240220T003000Z,Drug Shortage,3,None,Global
2024-02-20,How to combat the downside of rapid weight loss miracle drugs,thetimes.co.uk,https://www.thetimes.co.uk/article/how-to-combat-the-downside-of-rapid-weight-loss-miracle-drugs-832w0mpk5,English,https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Faf7e2f17-42cf-4d13-9699-8683c63b6efd.jpg?crop=1600%2C900%2C0%2C0,20240220T010000Z,API/Manufacturing,2,None,Global
2024-02-20,Dengue Fever : Brazil Struggles to Get Enough of the Qdenga Vaccine,bloomberg.com,https://www.bloomberg.com/news/newsletters/2024-02-20/dengue-fever-brazil-struggles-to-get-enough-of-the-qdenga-vaccine,English,https://assets.bwbx.io/images/users/iIyChnKQ1lHc/iZUer9YCQj64/v1/1200x800.jpg,20240220T113000Z,Vaccines,1,None,Global
2024-02-19,Yaz and Climara added to Cost Plus Drugs : Shots,npr.org,https://www.npr.org/sections/health-shots/2024/02/19/1232541459/yaz-climara-cost-plus-drugs,English,https://media.npr.org/assets/img/2024/02/19/gettyimages-1296752665_wide-01b65710cb7d9b4c8a2a673c1b3abb1a563c7ee5-s1400-c100.jpg,20240219T231500Z,Pricing/Economics,1,None,Global
2024-02-18,"Manufacturers and importers urged to cease supply of medicines to Niger street , Sabon Gari market , Kano",nairametrics.com,https://nairametrics.com/2024/02/18/manufacturers-and-importers-urged-to-cease-supply-of-medicines-to-niger-street-sabon-gari-market-kano/,English,https://nairametrics.com/wp-content/uploads/2023/11/NAFDAC.png,20240218T124500Z,Trade/Geopolitics,1,None,Global
2024-02-16,"Aiming to End Drug Shortages , FTC and HHS Seek Info on Opaque Drug Middlemen",cancertherapyadvisor.com,https://www.cancertherapyadvisor.com/home/cancer-topics/general-oncology/drug-shortages-ftc-hhs-seek-info-opaque-drug-middlemen/,English,https://www.cancertherapyadvisor.com/wp-content/uploads/sites/12/2024/01/CTA_1200x675.png,20240216T203000Z,Drug Shortage,3,None,Global
2024-02-16,Nigeria tightens API sourcing norms for finished pharma products,thehindu.com,https://www.thehindu.com/business/nigeria-tightens-api-sourcing-norms-for-finished-pharma-products/article67850278.ece,English,https://www.thehindu.com/theme/images/og-image.png,20240216T013000Z,API/Manufacturing,2,None,Global
2024-02-16,Cholera Vaccine Shortage Hits Southern And Eastern Africa,menafn.com,https://menafn.com/1107862733/Cholera-Vaccine-Shortage-Hits-Southern-And-Eastern-Africa,English,,20240216T224500Z,Drug Shortage,3,None,Global
2024-02-16,Cholera Vaccine Shortage Hits Southern and Eastern Africa,riotimesonline.com,https://www.riotimesonline.com/cholera-vaccine-shortage-hits-southern-and-eastern-africa/,English,https://www.riotimesonline.com/wp-content/uploads/2024/02/Cholera-malawi-scaled.webp,20240216T190000Z,Drug Shortage,3,None,Global
2024-02-15,"Chinese Couple Pleads Guilty to Stealing mRNA Vaccine Info , Smuggling Biological Materials : DOJ",theepochtimes.com,https://www.theepochtimes.com/china/chinese-couple-pleads-guilty-to-stealing-mrna-vaccine-info-smuggling-biological-materials-doj-4484944,English,,20240215T223000Z,Vaccines,1,None,Global
2024-02-15,U . S . Probes Role of Supply Chain Middlemen in Generic Shortages,medpagetoday.com,https://www.medpagetoday.com/washington-watch/washington-watch/108759,English,https://assets.medpagetoday.net/media/images/108xxx/108759.jpg,20240215T183000Z,Drug Shortage,3,None,Global
2024-02-15,California patients in pain amid prescription opioid shortage,kcra.com,https://www.kcra.com/article/california-patients-in-pain-prescription-opioid-shortage-investigation/46757114,English,"https://kubrick.htvapps.com/vidthumb/c9ca0cf1-c910-46f7-921d-25c908356f4b/9345f447-3571-46ad-b265-9c916f5cfd47.jpg?crop=0.786xw:0.786xh;0.0946xw,0",20240215T031500Z,Drug Shortage,4,None,Global
2024-02-15,US health agencies launch probe into generic drug shortages that are endangering Americans - as doctors reveal theyre forced to choose who lives and who dies,dailymail.co.uk,https://www.dailymail.co.uk/health/article-13088021/US-health-agencies-launch-probe-generic-drug-shortages-endangering-Americans-doctors-reveal-theyre-forced-choose-lives-dies.html,English,https://i.dailymail.co.uk/1s/2024/02/15/15/79658071-0-image-a-9_1708010056377.jpg,20240215T180000Z,Drug Shortage,3,None,Global
2024-02-15,"Goods exports fell 6pc to €197bn last year , CSO says , on back of computer and pharma dip",independent.ie,https://www.independent.ie/business/irish/goods-exports-fell-6pc-to-197bn-last-year-cso-says-on-back-of-computer-and-pharma-dip/a514598834.html,English,https://focus.independent.ie/thumbor/6ylYw9vw9Twrp2zIdfwZbm85HTY=/629x460/smart/prod-mh-ireland/94896669-2799-4f27-9159-7da9fcaf9013/73fa91b4-3075-4573-a129-5d047af123be/94896669-2799-4f27-9159-7da9fcaf9013.jpg,20240215T174500Z,Trade/Geopolitics,1,None,Global
2024-02-14,FTC probing drug middlemen over generic shortages at hospitals,nypost.com,https://nypost.com/2024/02/14/business/ftc-probing-drug-middlemen-over-generic-shortages-at-hospitals/,English,https://nypost.com/wp-content/uploads/sites/2/2024/02/ftc-drug-probe.jpg?quality=75&strip=all&1707908550,20240214T164500Z,Drug Shortage,4,None,Global
2024-02-14,Pharma middlemen face govt . scrutiny over drug shortages,seekingalpha.com,https://seekingalpha.com/news/4066825-pharma-middlemen-face-govt-scrutiny-drug-shortages,English,https://media.gettyimages.com/id/1328480971/photo/empty-blister-pack-of-the-pills-abstract-background-image.jpg?b=1&s=170667a&k=20&c=ckpy4FZqlF7FigvEOe6wNSVlZaPO6k7fGRnqEJjFWG0=,20240214T154500Z,Drug Shortage,3,None,Global
2024-02-14,The effort to tackle prescription drug prices in New York State,wkbw.com,https://www.wkbw.com/news/local-news/the-effort-to-tackle-prescription-drug-prices-in-new-york-state,English,https://x-default-stgec.uplynk.com/ause/slices/d09/1020d6d1597347248f5d62c059a4c7e3/d093a947f7634d8c9dccf1beb3d48664/poster_993a8b964acd44c29c9872d32db04883.png,20240214T010000Z,Pricing/Economics,1,None,Global
2024-02-14,HHS and FTC team up to target pharmaceutical middlemen for drug shortages,washingtonexaminer.com,https://www.washingtonexaminer.com/news/2856490/hhs-ftc-team-up-target-middle-men-drug-shortages/,English,,20240214T224500Z,Drug Shortage,3,None,Global
2024-02-14,FTC Examining Shortages of Cancer Treatments and Other Drugs,bnnbloomberg.ca,https://www.bnnbloomberg.ca/ftc-examining-shortages-of-cancer-treatments-and-other-drugs-1.2034816,English,http://www.bnnbloomberg.ca/polopoly_fs/1.2034817!/fileimage/httpImage/image.jpg_gen/derivatives/landscape_620/federal-trade-commission-headquarters-in-washington-dc.jpg,20240214T164500Z,Drug Shortage,3,None,Global
2024-02-14,"Deadly listeria outbreak prompts dairy product recall at Costco , Walmart and others",nypost.com,https://nypost.com/2024/02/13/news/deadly-listeria-outbreak-prompts-dairy-product-recall-at-costco-walmart-and-others/,English,https://nypost.com/wp-content/uploads/sites/2/2024/02/dairy-products-sold-costco-major-76474134.jpg?quality=75&strip=all,20240214T020000Z,Product Recall/Quality,3,None,Global
2024-02-12,"More salads recalled at No Frills , Food Basics , other stores | News",toronto.com,https://www.toronto.com/news/throw-them-away-more-salads-sold-at-no-frills-food-basics-metro-loblaws-shoppers-drug/article_fac59a18-d5c1-5a08-aaab-7016d2f57a8e.html,English,https://bloximages.newyork1.vip.townnews.com/toronto.com/content/tncms/assets/v3/editorial/1/85/1851fcf9-83ab-50e3-a402-98d48337e45b/65ca910496453.image.jpg?crop=1763%2C926%2C0%2C125,20240212T231500Z,Product Recall/Quality,3,None,Global
2024-02-11,"Posts sanctioned to the CDSCO increased , among measures to ensure medicine quality , says MoS Health Bharati Pawar",thehindubusinessline.com,https://www.thehindubusinessline.com/news/national/posts-sanctioned-to-cdsco-increased-among-measures-to-ensure-medicine-quality-says-mos-health-bharati-pawar/article67832365.ece,English,https://bl-i.thgim.com/public/todays-paper/tp-others/tp-variety/2nbnjf/article54348847.ece/alternates/LANDSCAPE_1200/bl15-ndmpi-remdG767GJ3KG3jpgjpg,20240211T084500Z,Regulatory,1,None,Global
2024-02-09,"As cancer drug shortages persist , ASCO official urges congressional action at hearing",fiercepharma.com,https://www.fiercepharma.com/pharma/oncology-drug-shortage-crisis-enters-its-second-year-asco-urges-congressional-action-hearing,English,https://qtxasset.com/quartz/qcloud5/media/image/GettyImages-637189564%20%282%29.jpg?VersionId=HcEbagt.YOtkQVRw3roQO3uc2EWN6NJf,20240209T173000Z,Drug Shortage,3,None,Global
2024-02-08,"Bladder Cancer Drug Combo Does Not Improve Survival , Shortage Ensues",curetoday.com,https://www.curetoday.com/view/bladder-cancer-drug-combo-does-not-improve-survival-shortage-ensues,English,https://cdn.sanity.io/images/0vv8moc6/curetoday/959be663e2d08569900bb322d79a74113530defb-660x363.jpg?fit=crop&auto=format,20240208T234500Z,Drug Shortage,3,None,Global
2024-02-08,"Salad recall at No Frills , Shoppers Drug Mart , other stores",niagarafallsreview.ca,https://www.niagarafallsreview.ca/news/do-not-eat-national-recall-on-certain-salads-sold-at-no-frills-shoppers-drug-mart/article_1568705f-c76d-5691-80e6-e4cc3e795168.html,English,https://bloximages.chicago2.vip.townnews.com/niagarafallsreview.ca/content/tncms/assets/v3/editorial/4/14/4147d73f-a700-5ada-b00f-fa5638f4f8ba/65c42448d20fc.image.jpg?crop=949%2C498%2C50%2C0,20240208T024500Z,Product Recall/Quality,3,None,Global
2024-02-08,Qui terapie su misura . Siamo tornati al passato,ilgiorno.it,https://www.ilgiorno.it/monza-brianza/cronaca/qui-terapie-su-misura-siamo-tornati-al-passato-7e96c51f,Italian,https://www.ilgiorno.it/image-service/version/c:ZWY0ZjJkYmUtN2RiOS00:YjhhMjZm/qui-terapie-su-misura-siamo-tornati-al-passato.jpeg?f=16:9,20240208T103000Z,API/Manufacturing,2,None,Global
2024-02-07,"Drug shortages may mean difference between life and death for some US patients , experts say",localnews8.com,https://localnews8.com/health/cnn-health/2024/02/06/drug-shortages-may-mean-difference-between-life-and-death-for-some-us-patients-experts-say/,English,https://localnews8.b-cdn.net/2024/02/cnn-L19jb21wb25lbnRzL2ltYWdlL2luc3RhbmNlcy9jbHNhdnlhcWwwMDE4MjlxZDFtY2Exenow-L19jb21wb25lbnRzL2FydGljbGUvaW5zdGFuY2VzL2Nsc2F2eWFxbDAwMWQyOXFkMm91MGZvbHY-scaled.jpg,20240207T054500Z,Drug Shortage,4,None,Global
2024-02-07,"Prevent drug shortages , save hospitals $550M : AHA",beckershospitalreview.com,https://www.beckershospitalreview.com/pharmacy/prevent-drug-shortages-save-hospitals-550m-aha.html,English,,20240207T160000Z,Drug Shortage,4,None,Global
2024-02-07,Medical experts warn Congress about impact of drug shortages on patients,news.yahoo.com,https://news.yahoo.com/medical-experts-warn-congress-impact-212056148.html,English,https://media.zenfs.com/en/wjax_cox_articles_158/51da1e2b664822226a82cb14d4ec1918,20240207T221500Z,Drug Shortage,4,None,Global
2024-02-07,Experts urge Congress to combat U . S . drug shortage by requiring transparency,upi.com,https://www.upi.com/Health_News/2024/02/06/congress-drug-shortages-hearing/3981707254825/,English,https://cdnph.upi.com/sv/ph/og/upi/3981707254825/2024/1/e5ff4bc64d822c9b64bb6926c376ca19/v1.5/Experts-urge-Congress-to-combat-US-drug-shortage-by-requiring-transparency.jpg,20240207T001500Z,Drug Shortage,3,None,Global
2024-02-07,Sağlık turizmine sıkı denetim geliyor ! Merdiven altı işletme sahibine 3 yıla kadar hapis,turkiyegazetesi.com.tr,https://www.turkiyegazetesi.com.tr/ekonomi/saglik-turizmine-siki-denetim-geliyor-merdiven-alti-isletme-sahibine-3-yila-1019701,Turkish,https://icdn.turkiyegazetesi.com.tr/crop/1600x900/images/24-02/07/saglik-turizmine-siki-denetim-geliyor-merdiven-alti-isletme-sahibine-3-yila-kadar-hapis-17072632861706.jpg,20240207T011500Z,API/Manufacturing,2,None,Global
2024-02-06,Frustrations grow as ADHD medication shortage continues,nbcnews.com,https://www.nbcnews.com/health/health-news/adhd-drug-shortage-adderall-ritalin-focalin-vyvanse-rcna137356,English,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-02/240206-adderall-se-1212p-ab7b1f.jpg",20240206T234500Z,Drug Shortage,3,None,Global
2024-02-06,GUEST VIEWPOINT : Blame Washington for drug shortages,daily-journal.com,https://www.daily-journal.com/opinion/guest-viewpoint-blame-washington-for-drug-shortages/article_d2b29d7c-c3a7-11ee-833e-aba16a65f750.html,English,https://bloximages.newyork1.vip.townnews.com/daily-journal.com/content/tncms/assets/v3/editorial/c/fa/cfa1a10e-c3a8-11ee-9e90-c3c3805c49c3/65c009269cd0a.image.jpg,20240206T171500Z,Drug Shortage,3,None,Global
2024-02-03,There an Ozempic Shortage People Actually Affected Weigh In,vogue.com,https://www.vogue.com/article/ozempic-shortage,English,"https://assets.vogue.com/photos/65bd7ca081a45e31dde04709/16:9/w_1280,c_limit/1644968313",20240203T023000Z,Drug Shortage,3,None,Global
2024-02-02,Azurity Pharmaceuticals recalls ADHD drug Zenzedi after bottle mistake,mmm-online.com,https://www.mmm-online.com/home/channel/azurity-recalls-zenzedi-after-bottle-mistake/,English,https://www.mmm-online.com/wp-content/uploads/sites/2/2024/02/GettyImages-1161234835.jpg,20240202T004500Z,Product Recall/Quality,3,None,Global
2024-02-02,Another cancer injectable drug goes into shortage,beckershospitalreview.com,https://www.beckershospitalreview.com/pharmacy/another-cancer-injectable-drug-goes-into-shortage.html,English,,20240202T194500Z,Drug Shortage,3,None,Global
2024-02-01,Diabetic patients frustrated over Trulicity shortage,wtsp.com,https://www.wtsp.com/article/news/health/diabetic-patients-trulicity-shortage/67-2185ce80-abfe-48e2-b240-8b69a4a1f3b9,English,https://media.wtsp.com/assets/WTSP/images/dcc16910-4a4d-427c-9ab7-631e33bc69f4/dcc16910-4a4d-427c-9ab7-631e33bc69f4_1140x641.jpg,20240201T043000Z,Drug Shortage,4,None,Global
2024-02-01,High Cost Of Drugs : Pharmaceutical Industry Players Seek N600bn Intervention Fund For Local Production,leadership.ng,https://leadership.ng/high-cost-of-drugs-pharmaceutical-industry-players-seek-n600bn-intervention-fund-for-local-production/,English,https://leadership.ng/wp-content/uploads/2023/09/drugs-production.png,20240201T101500Z,Pricing/Economics,1,None,Global
